element,id,geometry,description,heritage,historic,image,inscription,material,memorial,name,wikidata,height,start_date,amenity,wheelchair,architect:wikidata,covered,drinking_water,indoor,lit,tourism,heritage:operator,ref:lfd,wikimedia_commons,description:de,note,subject:wikidata,subject:wikipedia,artist_name,wikipedia,year_of_construction,artwork_type,colour,loc_name,min_height,seamark:landmark:category,seamark:landmark:conspicuity,seamark:type,created_by,ele,operator,public_transport,railway,railway:ref,railway:station_category,usage,access,entrance,area,memorial:conflict,website,format,format:top,lfd:criteria,milestone_type,network,panoramax,name:etymology:wikidata,source,name:etymology:wikipedia,board_type,information,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,check_date,check_date:opening_hours,opening_hours,phone,shop,alt_name,flood_date,flood_mark,support,name:de,stone_type,man_made,obelisk:material,obelisk:size,name:en,name:ru,note:de,name:fr,direction,disused,lining,hiking,natural,cemetery,historic:civilization,comment,classification,name:prefix,ref,related:wikipedia,short_name,survey_point:structure,abandoned:military,ruins,boundary,marker,level,length,building,bunker_type,location,military,leisure,place,fixme:wikipedia,toilets:wheelchair,moved,road,year,old_ref,aircraft:type,manufacturer,url,archaeological_site,fortification_type,pump,memorial:type,fixme,artist,backrest,inscription:de,inscription:en,seats,tomb,end_date,highway,name:signed,memorial:addr,person:date_of_birth,person:date_of_death,memorial:text,abandoned:amenity,labor_camp,prison_camp,exhibit,addr:suburb,buried:wikidata,buried:wikimedia_commons,buried:wikipedia,abandoned:man_made,grave,date,brewery,contact:facebook,cuisine,indoor_seating,microbrewery,outdoor_seating,wheelchair:description,beds,email,internet_access,internet_access:fee,rooms,subject:wikimedia_commons,model:wikidata,old_name,ship:type,survey_point:purpose,commemorates:wikidata,commemorates,name:wikipedia,memorial:date,memorial:event,religion,construction_year,direction_east,direction_west,named_after,artist:wikidata,railway_car,leaf_cycle,leaf_type,epigraph,material:de,object:city,object:country,object:housenumber,object:postcode,object:street,width,vehicle_part,electrified,gauge,railway:etcs,railway:preferred_direction,railway:preserved,railway:pzb,railway:track_ref,railway:traffic_mode,building:colour,building:levels,building:levels:underground,fee,roof:colour,roof:height,roof:shape,source:height,fax,building:name,contact:pinterest,contact:twitter,museum,castle_type,max_level,min_level,name:ar,name:es,roof:levels,architect,building:architecture,building:material,contact:youtube,denomination,diocese,emergency,name:be,name:he,name:nl,name:pl,name:uk,name:zh,opening_hours:url,roof:material,bridge,bridge:structure,layer,sac_scale,surface,est_height,roof:orientation,carriage,check_date:tracktype,motor_vehicle,smoothness,tracktype,building:use,disused:denomination,disused:religion,monument:genesis,tower:type,admin_level,government,office,cycleway:both,cycleway:both:lane,foot,hgv:conditional,lanes,lanes:backward,maxspeed,maxweight:hgv,parking:both,razed:railway,sidewalk,source:maxspeed,wheelchair:description:de,charge,disused:man_made,disused:amenity,payment:cash,payment:credit_cards,payment:debit_cards,xmas:day_date,xmas:feature,xmas:name,xmas:opening_hours,castle_type:de,abandoned:power,abandoned:substation,object:suburb,old_operator,water,name:ko,abandoned,functional,windmill:disused,windmill:vanes,3dr:type,building:part,kiln,operator:wikidata,power,substation,barrier,statue,railway:gnt,service,drinking_water:legal,light:method,intermittent,tunnel,waterway,ruins:tourism,cellar:use,storage,ruins:building,abandoned:railway,contact:email,contact:instagram,contact:website,handle,mechanical_driver,pump:style,deanery,parish,ruins:artificial,disused:highway,aeroway,building:min_level,outdoor,historic:period,was:highway,type,contact:phone,stars,operator:type,townhall:type,building:architecture:typology,bicycle,horse
node,3304030915,POINT (13.7722446 51.04984),,,memorial,File:Hildegard Rau Stolperstein Dresden.JPG,,,stolperstein,Hildegard Rau,,,2014-09-11,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=86,,,,,Stolpersteine Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lortzingstraße 1, Dresden",1917-00-00,1944-06-25,Hier wohnte Hildegard Rau Jg. 1917 eingewiesen 1944 Heilanstalt Arnsdorf „verlegt“ 19.5.1944 Heilanstalt Grossschweidnitz ermordet 25.6.1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3304030916,POINT (13.7492397 51.0675434),,,memorial,https://de.wikipedia.org/wiki/Datei:Justine_Kleiner_Stolperstein_Dresden.JPG,Hier wohnte Justine Kleiner geborene Kaplan Jahrgang 1891 deportiert 1942 Riga ermordet in Riga-Kaiserwald,,stolperstein,Justine Kleiner geb. Kaplan,,,2012-10-26,,yes,,,,,,,,,,,,,,,de:Liste der Stolpersteine in Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,Stolpersteine Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The wikipedia tag links to a list article, not an article about this specific feature. Needs a better link, or maybe rename ""wikipedia"" to ""related:wikipedia""? See osm wiki - key:wikipedia : ""only provide links to articles which are 'about the feature'""",,,,,,,,,,,,,,,,,,,,,,,"Louisenstraße 12, Dresden",1891-00-00,,Hier wohnte Justine Kleiner geb. Kaplan Jg. 1891 deportiert 1942 Riga ermordet in Riga-Kaiserwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3304030917,POINT (13.7491605 51.0675781),,,memorial,https://de.wikipedia.org/wiki/Datei:Marie_Kleiner_Stolperstein_Dresden.JPG,Hier wohnte Marie Kleiner Jahrgang 1922 Tot 6.6.1940 Todesursache nie geklärt,,stolperstein,Marie Kleiner,,,2012-10-26,,yes,,,,,,,,,,,,,,,de:Liste der Stolpersteine in Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,Stolpersteine Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The wikipedia tag links to a list article, not an article about this specific feature. Needs a better link, or maybe rename ""wikipedia"" to ""related:wikipedia""? See osm wiki - key:wikipedia : ""only provide links to articles which are 'about the feature'""",,,,,,,,,,,,,,,,,,,,,,,"Louisenstraße 12, Dresden",1922-00-00,,Hier wohnte Marie Kleiner Jg. 1922 tot 6.6.1940 Todesursache nie geklärt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3304030918,POINT (13.7492133 51.067554),,,memorial,https://de.wikipedia.org/wiki/Datei:Moses_Kleiner_Stolperstein_Dresden.JPG,Hier wohnte Moses Kleiner Jahrgang 1918 deportiert 1942 Riga Schicksal unbekannt,,stolperstein,Moses Kleiner,,,2012-10-26,,yes,,,,,,,,,,,,,,,de:Liste der Stolpersteine in Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,Stolpersteine Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The wikipedia tag links to a list article, not an article about this specific feature. Needs a better link, or maybe rename ""wikipedia"" to ""related:wikipedia""? See osm wiki - key:wikipedia : ""only provide links to articles which are 'about the feature'""",,,,,,,,,,,,,,,,,,,,,,,"Louisenstraße 12, Dresden",1918-00-00,,Hier wohnte Moses Kleiner Jg. 1918 deportiert 1942 Riga Schicksal unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3304056795,POINT (13.6662379 51.0657738),,,memorial,File:Claire Ehrmann Stolperstein Dresden.JPG,,,stolperstein,Claire Ehrmann geb. Sachs,,,2012-11-26,,yes,,,,,,,,,,,,,,,de:Liste der Stolpersteine in Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,Stolpersteine Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The wikipedia tag links to a list article, not an article about this specific feature. Needs a better link, or maybe rename ""wikipedia"" to ""related:wikipedia""? See osm wiki - key:wikipedia : ""only provide links to articles which are 'about the feature'""",,,,,,,,,,,,,,,,,,,,,,,"Max-Sachs-Straße 2, Dresden",1916-00-00,,Hier wohnte Claire Ehrmann geb. Sachs Jg. 1916 Flucht 1935 Holland Frankreich Portugal USA überlebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3304056796,POINT (13.6662436 51.0657702),,,memorial,File:Max Sachs Stolperstein Dresden.JPG,,,stolperstein,Dr. Max Sachs,,,2011-06-11,,yes,,,,,,,,,,,,,,,de:Liste der Stolpersteine in Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,Stolpersteine Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The wikipedia tag links to a list article, not an article about this specific feature. Needs a better link, or maybe rename ""wikipedia"" to ""related:wikipedia""? See osm wiki - key:wikipedia : ""only provide links to articles which are 'about the feature'""",,,,,,,,,,,,,,,,,,,,,,,"Max-Sachs-Straße 2, Dresden",1883-00-00,1935-09-27,Hier wohnte Dr. Max Sachs Jg. 1883 verhaftet 1935 KZ Sachsenburg ermordet 27.9.1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3304056797,POINT (13.6662436 51.0657757),,,memorial,File:Edith Kaufmann Stolperstein Dresden.JPG,,,stolperstein,Edith Kaufmann geb. Sachs,,,2012-11-26,,yes,,,,,,,,,,,,,,,de:Liste der Stolpersteine in Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,Stolpersteine Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The wikipedia tag links to a list article, not an article about this specific feature. Needs a better link, or maybe rename ""wikipedia"" to ""related:wikipedia""? See osm wiki - key:wikipedia : ""only provide links to articles which are 'about the feature'""",,,,,,,,,,,,,,,,,,,,,,,"Max-Sachs-Straße 2, Dresden",1912-00-00,,Hier wohnte Edith Kaufmann geb. Sachs Jg. 1912 Flucht 1935 Holland Frankreich USA überlebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3304056798,POINT (13.6662376 51.0657679),,,memorial,File:Maria Sachs Stolperstein Dresden.JPG,,,stolperstein,Maria Sachs geb. Meyer,,,2012-11-26,,yes,,,,,,,,,,,,,,,de:Liste der Stolpersteine in Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,Stolpersteine Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The wikipedia tag links to a list article, not an article about this specific feature. Needs a better link, or maybe rename ""wikipedia"" to ""related:wikipedia""? See osm wiki - key:wikipedia : ""only provide links to articles which are 'about the feature'""",,,,,,,,,,,,,,,,,,,,,,,"Max-Sachs-Straße 2, Dresden",1883-00-00,1935-09-27,Hier wohnte Maria Sachs geb. Meyer Alter unbekannt unfreiwillig verzogen 1935 Bielefeld überlebt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3304128069,POINT (13.7552546 51.0614328),,,memorial,File:Ida Fränkel Stolperstein Dresden.JPG,Hier wohnte Ida Fränkel geb. Steinhart Jg. 1887 interniert 1942 Hellerberge deportiert 1943 Auschwitz ermordet 3.3.1943,,stolperstein,Ida Fränkel,,,2014-09-11,,yes,,,,,,,,,,,,,,,de:Liste der Stolpersteine in Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,Stolpersteine Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The wikipedia tag links to a list article, not an article about this specific feature. Needs a better link, or maybe rename ""wikipedia"" to ""related:wikipedia""? See osm wiki - key:wikipedia : ""only provide links to articles which are 'about the feature'""",,,,,,,,,,,,,,,,,,,,,,,"Melanchthonstraße 23, Dresden",1887-00-00,1943-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3304128070,POINT (13.7552344 51.0614298),,,memorial,File:Joseph Fränkel Stolperstein 2014 Dresden.JPG,Hier wohnte Joseph Fränkel Jg. 1888 interniert 1942 Hellerberge deportiert 1943 Auschwitz ermordet 3.3.1943,,stolperstein,Joseph Fränkel,,,2014-09-11,,yes,,,,,,,,,,,,,,,de:Liste der Stolpersteine in Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,Stolpersteine Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The wikipedia tag links to a list article, not an article about this specific feature. Needs a better link, or maybe rename ""wikipedia"" to ""related:wikipedia""? See osm wiki - key:wikipedia : ""only provide links to articles which are 'about the feature'""",,,,,,,,,,,,,,,,,,,,,,,"Melanchthonstraße 23, Dresden",1888-00-00,1943-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3304140369,POINT (13.7382015 51.0408139),,,memorial,File:Denny Liebermann Stolperstein Dresden.JPG,,,stolperstein,Denny Liebermann,,,2011-06-11,,yes,,,,,,,,,,,,,,,de:Liste der Stolpersteine in Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,Stolpersteine Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The wikipedia tag links to a list article, not an article about this specific feature. Needs a better link, or maybe rename ""wikipedia"" to ""related:wikipedia""? See osm wiki - key:wikipedia : ""only provide links to articles which are 'about the feature'""",,,,,,,,,,,,,,,,,,,,,,,"Mosczinskystraße 14, Dresden",1939-00-00,,Hier wohnte Denny Liebermann Jg. 1939 deportiert 1945 ermordet in Auschwitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3304140370,POINT (13.738201 51.0408135),,,memorial,File:Gabriele Ruth Liebermann Stolperstein Dresden.JPG,,,stolperstein,Gabriele Ruth Liebermann,,,2011-06-11,,yes,,,,,,,,,,,,,,,de:Liste der Stolpersteine in Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,Stolpersteine Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The wikipedia tag links to a list article, not an article about this specific feature. Needs a better link, or maybe rename ""wikipedia"" to ""related:wikipedia""? See osm wiki - key:wikipedia : ""only provide links to articles which are 'about the feature'""",,,,,,,,,,,,,,,,,,,,,,,"Mosczinskystraße 14, Dresden",1934-00-00,,Hier wohnte Gabriele Ruth Liebermann Jg. 1934 deportiert 1943 ermordet in Auschwitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3304140371,POINT (13.7382008 51.0408133),,,memorial,File:Klaus Peter Liebermann Stolperstein Dresden.JPG,,,stolperstein,Klaus Peter Liebermann,,,2011-06-11,,yes,,,,,,,,,,,,,,,de:Liste der Stolpersteine in Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,Stolpersteine Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The wikipedia tag links to a list article, not an article about this specific feature. Needs a better link, or maybe rename ""wikipedia"" to ""related:wikipedia""? See osm wiki - key:wikipedia : ""only provide links to articles which are 'about the feature'""",,,,,,,,,,,,,,,,,,,,,,,"Mosczinskystraße 14, Dresden",1932-00-00,,Hier wohnte Klaus Peter Liebermann Jg. 1932 deportiert 1943 ermordet in Auschwitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3304140372,POINT (13.7382006 51.0408131),,,memorial,File:Thea Liebermann Stolperstein Dresden.JPG,,,stolperstein,Thea Liebermann geb. Katz,,,2011-06-11,,yes,,,,,,,,,,,,,,,de:Liste der Stolpersteine in Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,Stolpersteine Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The wikipedia tag links to a list article, not an article about this specific feature. Needs a better link, or maybe rename ""wikipedia"" to ""related:wikipedia""? See osm wiki - key:wikipedia : ""only provide links to articles which are 'about the feature'""",,,,,,,,,,,,,,,,,,,,,,,"Mosczinskystraße 14, Dresden",1908-00-00,,Hier wohnte Thea Liebermann geb. Katz Jg. 1908 deportiert 1943 ermordet in Auschwitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3304140373,POINT (13.7382013 51.0408137),,,memorial,File:Wolfgang Dietrich Liebermann Stolperstein Dresden.JPG,,,stolperstein,Wolfgang Dietrich Liebermann,,,2011-06-11,,yes,,,,,,,,,,,,,,,de:Liste der Stolpersteine in Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,Stolpersteine Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The wikipedia tag links to a list article, not an article about this specific feature. Needs a better link, or maybe rename ""wikipedia"" to ""related:wikipedia""? See osm wiki - key:wikipedia : ""only provide links to articles which are 'about the feature'""",,,,,,,,,,,,,,,,,,,,,,,"Mosczinskystraße 14, Dresden",1937-00-00,,Hier wohnte Wolfgang Dietrich Liebermann Jg. 1937 deportiert 1943 ermordet in Auschwitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3304197774,POINT (13.8032894 51.0472653),,,memorial,File:Elsa Margareta Saul Stolperstein Dresden.JPG,,,stolperstein,Elsa Margareta Saul geb. Schneider,,,2014-09-11,,yes,,,,,,,,,,,,,,,de:Liste der Stolpersteine in Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,Stolpersteine Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The wikipedia tag links to a list article, not an article about this specific feature. Needs a better link, or maybe rename ""wikipedia"" to ""related:wikipedia""? See osm wiki - key:wikipedia : ""only provide links to articles which are 'about the feature'""",,,,,,,,,,,,,,,,,,,,,,,"Niederwaldstraße 30, Dresden",1893-00-00,,Hier wohnte Elsa Margareta Saul geb. Schneider Jg. 1893 Schicksal unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3304197775,POINT (13.80326 51.0472917),,,memorial,File:Sally Saul Stolperstein Dresden 2.JPG,,,stolperstein,Sally Saul,,,2014-09-11,,yes,,,,,,,,,,,,,,,de:Liste der Stolpersteine in Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,Stolpersteine Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The wikipedia tag links to a list article, not an article about this specific feature. Needs a better link, or maybe rename ""wikipedia"" to ""related:wikipedia""? See osm wiki - key:wikipedia : ""only provide links to articles which are 'about the feature'""",,,,,,,,,,,,,,,,,,,,,,,"Niederwaldstraße 30, Dresden",1882-00-00,,Hier wohnte Sally Saul Jg. 1882 Schicksal unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3304216180,POINT (13.7487929 51.0611234),,,memorial,File:Alfred Steinhart Stolperstein Dresden.JPG,,,stolperstein,Alfred Steinhart,,,2014-09-11,,yes,,,,,,,,,,,,,,,de:Liste der Stolpersteine in Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,Stolpersteine Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The wikipedia tag links to a list article, not an article about this specific feature. Needs a better link, or maybe rename ""wikipedia"" to ""related:wikipedia""? See osm wiki - key:wikipedia : ""only provide links to articles which are 'about the feature'""",,,,,,,,,,,,,,,,,,,,,,,"Oberer Kreuzweg 6, Dresden",1909-00-00,,Hier wohnte Alfred Steinhart Jg. 1909 deportiert 1943 ermordet in Auschwitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3304216181,POINT (13.7487529 51.0611102),,,memorial,File:Herta Steinhart Stolperstein Dresden.JPG,,,stolperstein,Herta Steinhart verh. Saalheimer,,,2014-09-11,,yes,,,,,,,,,,,,,,,de:Liste der Stolpersteine in Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,Stolpersteine Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The wikipedia tag links to a list article, not an article about this specific feature. Needs a better link, or maybe rename ""wikipedia"" to ""related:wikipedia""? See osm wiki - key:wikipedia : ""only provide links to articles which are 'about the feature'""",,,,,,,,,,,,,,,,,,,,,,,"Oberer Kreuzweg 6, Dresden",1915-00-00,,Hier wohnte Herta Steinhart verh. Saalheimer Jg. 1915 Flucht 1938 England Kanada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3304237274,POINT (13.756174 51.0501239),,,memorial,File:Bela Kohn Stolperstein Dresden.JPG,Hier wohnte Bela Kohn geb. Podhorzer Jg. 1885 Polenaktion 1938 ermordet im besetzten Polen,,stolperstein,Bela Kohn geb. Podhorzer,,,2012-11-25,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://stolpersteine-dresden.de/details/?stein_id=160,,,,,Stolpersteine Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pestalozzistraße 1, Dresden",1885-00-00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
