Entity|Link|latitude|longitude|geocode_query|geocode_status|Subfolder|SourceFileStem|distance_to_dresden_km|historical spelling|Certainty
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|32|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|35|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|36|0.13293315314514328||certain
Pirna|https://de.wikipedia.org/wiki/Pirna|50.9616923|13.9386643|Pirna|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|36|17.198782687222987||certain
Morizburg|https://de.wikipedia.org/wiki/Moritzburg|51.1592018|13.6819406|Moritzburg|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|36|12.700644687472689||certain
Morizburg|https://de.wikipedia.org/wiki/Schloss_Moritzburg|51.1592018|13.6819406|Moritzburg|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|39|12.700644687472689||certain
Weißer Hirsch|https://de.wikipedia.org/wiki/Jagdschloss_Weißer_Hirsch|51.0641586|13.8226878|Weißer Hirsch|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|44|6.16080823101725|weisse Hirsch,|certain
Weißer Hirsch|https://de.wikipedia.org/wiki/Weißer_Hirsch_(Dresden)|51.0641586|13.8226878|Weißer Hirsch|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|45|6.16080823101725|weißen Hirsch|certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|45|0.13293315314514328||certain
Pirna|https://de.wikipedia.org/wiki/Pirna|50.9616923|13.9386643|Pirna|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|46|17.198782687222987||certain
Pillnitz|https://de.wikipedia.org/wiki/Pillnitz|51.0126628|13.8713801|Pillnitz|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|46|10.272337221479125||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|47|0.13293315314514328||certain
Zwinger|https://de.wikipedia.org/wiki/Zwinger_(Dresden)|51.0530296|13.7349775|Zwinger|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|47|0.33444218636878353||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|49|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|51|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|52|0.13293315314514328||certain
Qebigau||51.0713098|13.6931327|Übigau|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|52|3.8643718264329587||certain
Großer Garten|https://de.wikipedia.org/wiki/Gro%C3%9Fer_Garten|51.0370109|13.7673639|Großer Garten|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|55|2.5756810819047247|Garten|certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|55|0.13293315314514328||certain
Pesterwitz|https://de.wikipedia.org/wiki/Pesterwitz|51.0281105|13.6539668|Pesterwitz|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|58|6.331743079927993||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|58|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|59|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|60|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|61|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|64|0.13293315314514328||certain
Japanisches Palais|https://de.wikipedia.org/wiki/Japanisches_Palais|51.0598716|13.737341|Japanisches Palais|ok|055_1786_Briefe_über_Sachsen_von_einem_Reisenden|67|1.053199220547425|Japanische Palais|certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|056_1786_Briefe_über_Sachsen_von_einem_Reisenden|16|0.13293315314514328||certain
Moritzburg|https://de.wikipedia.org/wiki/Schloss_Moritzburg|51.1592018|13.6819406|Moritzburg|ok|058_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|00000070.tif.original|12.700644687472689||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|058_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|00000070.tif.original|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|00000015.tif.original|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|00000028.tif.original|0.13293315314514328||certain
Frauen‑Kirche (Frauenkirche Dresden)|https://de.wikipedia.org/wiki/Frauenkirche_Dresden|51.051957|13.7416198|Frauenkirche Dresden|ok|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|00000028.tif.original|0.34806721038579985|Frauen-Kirche.|certain
Kurfürstl. Schloß (Residenzschloss Dresden)|https://de.wikipedia.org/wiki/Residenzschloss_Dresden|51.0525674|13.7366105|Residenzschloss Dresden|ok|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|00000028.tif.original|0.24577605419692458|Schlosse|certain
Zwinger|https://de.wikipedia.org/wiki/Zwinger_(Dresden)|51.0530296|13.7349775|Zwinger|ok|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|00000028.tif.original|0.33444218636878353||certain
Rüst‑Kammer||51.0525437|13.7374376|Rüstkammer|ok|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|00000036.tif.original|0.238562861861314|Rüst-Kammer|certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|00000039.tif.original|0.13293315314514328||certain
Schloss Dresden|https://de.wikipedia.org/wiki/Residenzschloss_Dresden|51.0087637|13.8688717|Schloss Dresden|ok|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|00000045.tif.original|10.300291033070446|Schlosse|certain
Zwinger|https://de.wikipedia.org/wiki/Zwinger_(Dresden)|51.0530296|13.7349775|Zwinger|ok|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|00000046.tif.original|0.33444218636878353||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|059_1787_Reise_von_Wien_über_Prag,_Dresden_und_durch_einen_Theil_der_Lausitz_nach_Berlin_und_Potsdam|00000046.tif.original|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|060_1789_Bemerkungen_auf_der_Reise_durch_Frankreich,_Italien_und_Deutschland|350|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|060_1789_Bemerkungen_auf_der_Reise_durch_Frankreich,_Italien_und_Deutschland|351|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|060_1789_Bemerkungen_auf_der_Reise_durch_Frankreich,_Italien_und_Deutschland|355|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|060_1789_Bemerkungen_auf_der_Reise_durch_Frankreich,_Italien_und_Deutschland|365|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|060_1789_Bemerkungen_auf_der_Reise_durch_Frankreich,_Italien_und_Deutschland|366|0.13293315314514328||certain
Pirna|https://de.wikipedia.org/wiki/Pirna|50.9616923|13.9386643|Pirna|ok|061_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000142.tif.original|17.198782687222987||certain
Pirna|https://de.wikipedia.org/wiki/Pirna|50.9616923|13.9386643|Pirna|ok|061_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000143.tif.original|17.198782687222987||certain
Brühl (Dresden)|https://de.wikipedia.org/wiki/Brühl_(Dresden)|51.0534105|13.740608|Brühl (Dresden)|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000107.tif.original|0.4068474779777621|Brühlischen|certain
Pirna|https://de.wikipedia.org/wiki/Pirna|50.9616923|13.9386643|Pirna|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000107.tif.original|17.198782687222987||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000107.tif.original|0.13293315314514328||certain
Palaisgarten|https://de.wikipedia.org/wiki/Palaisgarten_(Dresden)|51.0598882|13.7363137|Palaisgarten|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000110.tif.original|1.0572909258301513||certain
Japanisches Palais|https://de.wikipedia.org/wiki/Japanisches_Palais|51.0598716|13.737341|Japanisches Palais|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000110.tif.original|1.053199220547425||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000110.tif.original|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000112.tif.original|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000115.tif.original|0.13293315314514328||certain
Pillnitz|https://de.wikipedia.org/wiki/Schloss_Pillnitz|51.0126628|13.8713801|Pillnitz|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000116.tif.original|10.272337221479125||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000116.tif.original|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000118.tif.original|0.13293315314514328||certain
Seevorstadt|https://de.wikipedia.org/wiki/Seevorstadt_(Dresden)|51.0438327|13.7338551|Seevorstadt|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000118.tif.original|0.7689352803780789||certain
Katholische Hofkirche|https://de.wikipedia.org/wiki/Katholische_Hofkirche_(Dresden)|51.0534998|13.7373501|Katholische Hofkirche|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000118.tif.original|0.3447002989029597||certain
Alten Markt|https://de.wikipedia.org/wiki/Alter_Markt_(Dresden)|51.0332789|13.8944822|Alten Markt|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000119.tif.original|11.152953614229626|Markte|certain
Pillnitz|https://de.wikipedia.org/wiki/Pillnitz_(Dresden)|51.0126628|13.8713801|Pillnitz|ok|062_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000121.tif.original|10.272337221479125||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000094.tif.original|0.13293315314514328||certain
Brücke||51.0644862|13.6986755|Brücke|ok|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000095.tif.original|3.1209937001273174||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000097.tif.original|0.13293315314514328||certain
Brühlschen Garten||51.0521957|13.7452865|Brühlschen Garten|ok|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000098.tif.original|0.5928902758133366||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000098.tif.original|0.13293315314514328||certain
Kreuzkirche|https://de.wikipedia.org/wiki/Kreuzkirche_(Dresden)|51.0487258|13.7392255|Kreuzkirche|ok|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000099.tif.original|0.22972383500968407||certain
Kreuzkirche (Dresden)|https://de.wikipedia.org/wiki/Kreuzkirche_(Dresden)|51.0487258|13.7392255|Kreuzkirche (Dresden)|ok|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000100.tif.original|0.22972383500968407|Kirche|certain
Pirna|https://de.wikipedia.org/wiki/Pirna|50.9616923|13.9386643|Pirna|ok|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000100.tif.original|17.198782687222987||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000101.tif.original|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000102.tif.original|0.13293315314514328||certain
Zwinger|https://de.wikipedia.org/wiki/Zwinger_(Dresden)|51.0530296|13.7349775|Zwinger|ok|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000102.tif.original|0.33444218636878353||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000103.tif.original|0.13293315314514328||certain
Orangerie (Dresden)|https://de.wikipedia.org/wiki/Orangerie_(Dresden)|51.0113011|13.8706167|Orangerie (Dresden)|ok|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000103.tif.original|10.286830617165387|Orangerie|certain
Plauenscher Grund|https://de.wikipedia.org/wiki/Plauenscher_Grund|51.0230112|13.699525|Plauenscher Grund|ok|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000104.tif.original|4.031320384215671|Plauenschen Grund,|certain
Weiße (Dresden)|https://de.wikipedia.org/wiki/Wei%C3%9Fe_(Dresden)|51.0491791|13.7403411|Weiße (Dresden)|ok|063_1790_Bemerkungen_auf_einer_Reise_von_Thorn_durch_Posen_nach_Sachsen|00000104.tif.original|0.2522307416142645||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|066_1791_Briefe_einer_Curländerinn_auf_einer_Reise_durch_Deutschland|108|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|066_1791_Briefe_einer_Curländerinn_auf_einer_Reise_durch_Deutschland|109|0.13293315314514328||certain
Blasewitz|https://de.wikipedia.org/wiki/Blasewitz|51.0521778|13.7990205|Blasewitz|ok|066_1791_Briefe_einer_Curländerinn_auf_einer_Reise_durch_Deutschland|111|4.318786237263788||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|067_1791_Briefe_einer_Curländerinn_auf_einer_Reise_durch_Deutschland|72|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|067_1791_Briefe_einer_Curländerinn_auf_einer_Reise_durch_Deutschland|74|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|067_1791_Briefe_einer_Curländerinn_auf_einer_Reise_durch_Deutschland|75|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|068_1791_Briefe_einer_Curländerinn_auf_einer_Reise_durch_Deutschland|62|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|068_1791_Briefe_einer_Curländerinn_auf_einer_Reise_durch_Deutschland|64|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|068_1791_Briefe_einer_Curländerinn_auf_einer_Reise_durch_Deutschland|65|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|068_1791_Briefe_einer_Curländerinn_auf_einer_Reise_durch_Deutschland|66|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|072_1793_Briefe_eines_reisenden_Dänen._Geschrieben_im_Jahre_1791_und_1792_während_seiner_Reise_durch_einen_Th|62|0.13293315314514328||certain
Japanisches Palais|https://de.wikipedia.org/wiki/Japanisches_Palais|51.0598716|13.737341|Japanisches Palais|ok|072_1793_Briefe_eines_reisenden_Dänen._Geschrieben_im_Jahre_1791_und_1792_während_seiner_Reise_durch_einen_Th|62|1.053199220547425|Japanischen Pa-lais|certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|072_1793_Briefe_eines_reisenden_Dänen._Geschrieben_im_Jahre_1791_und_1792_während_seiner_Reise_durch_einen_Th|63|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|073_1793_Briefe_eines_reisenden_Dänen._Geschrieben_im_Jahre_1791_und_1792_während_seiner_Reise_durch_einen_Th|58|0.13293315314514328||certain
Dresdensche Bibliothek|https://de.wikipedia.org/wiki/Staatsbibliothek_Dresden|51.0882856|13.630135|Dresdner Bibliothek|ok|073_1793_Briefe_eines_reisenden_Dänen._Geschrieben_im_Jahre_1791_und_1792_während_seiner_Reise_durch_einen_Th|58|8.591595497288305||certain
Japanisches Palais|https://de.wikipedia.org/wiki/Japanisches_Palais|51.0598716|13.737341|Japanisches Palais|ok|073_1793_Briefe_eines_reisenden_Dänen._Geschrieben_im_Jahre_1791_und_1792_während_seiner_Reise_durch_einen_Th|58|1.053199220547425|Japanischen Palais,|certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|073_1793_Briefe_eines_reisenden_Dänen._Geschrieben_im_Jahre_1791_und_1792_während_seiner_Reise_durch_einen_Th|60|0.13293315314514328||certain
Pirna|https://de.wikipedia.org/wiki/Pirna|50.9616923|13.9386643|Pirna|ok|073_1793_Briefe_eines_reisenden_Dänen._Geschrieben_im_Jahre_1791_und_1792_während_seiner_Reise_durch_einen_Th|60|17.198782687222987||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|074_1793_Briefe_eines_reisenden_Dänen._Geschrieben_im_Jahre_1791_und_1792_während_seiner_Reise_durch_einen_Th|30|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|075_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|197|0.13293315314514328||certain
Japanisches Palais|https://de.wikipedia.org/wiki/Japanisches_Palais|51.0598716|13.737341|Japanisches Palais|ok|075_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|199|1.053199220547425|Japanischen Palais|certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|075_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|199|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|075_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|200|0.13293315314514328||certain
Dresden|https://de.wikipedia.org/wiki/Dresden|51.0493286|13.7381437|Dresden|ok|075_1793_Briefe_auf_einer_Reise_durch_Deutschland_im_Jahre_1791|201|0.13293315314514328||certain
